uid;addressAdminUnitL1;addressAdminUnitL2;district;addressPostName;addressThoroughfareType;addressThoroughfare;addressLocatorDesignator
{27D9DC2B-DB03-41F2-A4B0-EB1301736EAA};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;24
{C73B7B9E-6AA0-4AD6-832A-EBF87754AAE8};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;62
{FA8B3CE8-C6AA-45C8-923F-707B45EABFD2};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;30
{A5ABE8D4-B3D9-4E90-BE98-39A4C4F8C3D4};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;28
{E2A93D5E-01F0-472F-AA16-60622605AC9D};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;12-Б
{5B248AD8-52DC-44DE-BBBC-350495F8C146};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;56
{F70D947B-DB10-4BB2-A1C3-9A112AD5749B};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;6
{FD77BA95-19A7-41ED-8FDF-C6FF06B5BF5C};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;5
{9A6605C9-AFF2-4F66-880E-EDE0B165DFA5};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;66
{66AD976C-870D-48BA-8176-1EBFEF3EB92F};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;50
{4B61ED58-45FA-40E3-B5BE-AC025E8722FF};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;32
{5007EFA6-3D49-4338-8E24-ACFF57C32426};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;19
{7B5F304A-E5BF-4BDF-92B7-7F786A5CB4BD};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;11
{7AD2FD24-26B7-487E-9E00-8526CF24A9A9};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;10
{DFF924CE-DE72-4CA0-B0B0-1CBEA9BC3663};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;9
{554DA8DD-F8AA-46FB-94A0-7D9AA7771533};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;27
{5E4E3B65-C5CE-45D3-BFEA-EA0B8CA1D983};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;17
{76B66CE4-06DB-47DD-815C-8FCEC46FCCE3};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;8
{35FE10A9-DFA1-4A27-A658-25BE8C870697};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;34
{CB587554-E353-4663-9E4C-EB891361652C};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;14
{74A85A24-757C-4F9B-8F8C-102B98577862};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;42
{BE238CFA-18D7-4A04-B477-A7C9F1B8B8DC};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;25
{CBA7C221-7772-4CBB-853E-64AB88CC42BB};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;64
{5D485493-5B90-40F8-8F04-400D9BCBD440};Україна;місто Київ;Дарницький;Київ;вулиця;Вітовецька;28-Б
{89DB12EA-FD4A-4CEB-A645-D604F6815AF4};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;17
{FBC8ECAC-1B96-4EB8-9687-B325398ABF4E};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;22-А
{F9F52C9B-1C65-4484-9245-3C02EF11CCBF};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;19
{BD1B983A-D5AA-440B-8AFE-1E3C10426A3A};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;10
{5D2E84EE-56EE-4BE8-BE7A-20DBEA203911};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;6-Б
{C96AEB6C-0339-410B-89C1-F90F272F6715};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;29
{36E6B35F-58F9-4DA8-88CD-6506C2FBB0D5};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;21
{6B575DE6-C826-443C-9C56-87254FE8803F};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;22
{DE74A1E3-2382-4503-B070-27BEA50FBEEE};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;24
{4E99F21B-6ACC-4C86-86D4-173366CEF5A6};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;24-А
{96298599-49E4-4835-89AA-423B57E727F4};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;9
{FE8FD8E5-A965-4F88-BB95-548F1F9E57B3};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;8
{1E8418FC-5820-4276-8B9F-B4244B39A18C};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;16
{A8BED56E-B957-413A-ABCA-407462B735EC};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;15
{02AA8982-DC25-49BB-8E26-09D6C908AB82};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;2
{74180EDE-CEEF-4827-8863-3C63F3635FD8};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;5
{15AB54DE-AE60-4965-8AEA-46BF369CB6A9};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;23-А
{A25B97C7-86AD-4A3C-9C9D-C50B16362561};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;9-Б
{5C87938D-B65D-46F5-9126-204586450911};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;11
{748ECF46-171B-47B0-BA72-7DA1C4A2C5AB};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;18
{18CAF708-D0D0-4B17-9B35-F8CEECFAF921};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;6
{FE983281-4DFD-49A2-9A72-323A473FE845};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;26
{4D57C37A-E04B-4483-9E93-D6651424C045};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;23
{F0347C6C-4A32-41CE-A608-069C9A76D779};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;13-А
{1DB132F6-E085-4AB9-8C12-4B5498BCADD2};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;12
{8B5B381E-67F8-4E3C-BE26-C187A37EDEF2};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;20
{BF4C4BF6-01DB-40CA-AFAD-31BFA805B05F};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;18
{455968A0-41E0-42BD-851A-CE70BA1986CD};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;20
{B47103F0-33F7-4B22-A62B-075C8B1EA984};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;20-Б
{E515E191-F55F-4031-AEB5-1513BE2ABFD3};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;24-Б
{0B3CF07A-2FC3-4551-96E3-F063CEF7246B};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;20-А
{957A82D7-4260-44F3-B4D7-FCB930E13EBB};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;28
{293DD777-EB17-46FA-BD23-7D0993CAA72C};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;1
{58FB6847-A8E8-46D1-922E-0E1516EA3851};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;17-А
{6408F3AF-FF73-47CC-A0A9-7C796FEC14AB};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;9-А
{A35FCB47-471D-47BF-953E-775905ED0870};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;3
{86FEFB31-231E-4BAF-88D6-0D90B3670EC8};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;4
{0EBF52EE-5958-4F0F-A1DF-38FBA68F1022};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;27
{064D02C0-4E2C-4FFB-AF69-0559EC8187CF};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;22-Б
{3D169E4C-3E19-4D37-83A7-92DFCA924576};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;13
{C8DBF56C-3A0D-4783-97EC-BDE593E4C88A};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;30
{C7DEEE62-BF32-4EAC-9C37-233E7A973686};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;11-А
{A5AB6268-876C-4180-9FEA-EC01248C7612};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;7-А
{E1DE346A-BFA3-4354-80F9-C75A54B89C03};Україна;місто Київ;Деснянський;Київ;вулиця;Лермонтова;14
{60596CC4-6A4C-4DD8-97D0-3069A0DDFDF6};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;18-А
{FB071954-C4B1-4FB3-91AD-6D5327057530};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;24
{109C831D-8CFD-4506-8FF6-80155EDA4B92};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;83-Б
{5E9132BD-8671-4FD0-BF60-5DAD7E5A3341};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;13
{5DA1D00D-558D-40A1-A85B-7B38B559FD61};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;41-А
{86761741-B69C-4783-A840-A081E17C9093};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;81
{65ACE3BE-92C2-4C27-AF13-D1D1F67E3B4F};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;29
{1D9FD111-9E66-4A7C-B1B3-FBA555D9313C};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;4
{4DB702CF-D02E-467E-8D19-8D29B7714EF1};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;79-А
{94101607-FE82-4BE0-97BC-5D99294158BA};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;21-А
{A17C47E0-A6A3-48D8-AE2E-C798F010E739};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;75-А
{3793B308-E43F-485D-B068-0D0CCF4CF107};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;85-А
{49785DE9-E008-4172-87AA-4674092A57A0};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;75
{2F8B21CB-B065-4AD7-88AA-0CAF844DFE96};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;41
{C914CA22-561A-4C02-A5E4-D994BB567289};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;79
{8128A1F4-246C-43E7-B0DD-5CDF9977C96C};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;34-Б
{C7DA3D89-9197-49CF-AF2D-7CF66BF31649};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;48/24
{9C08CC67-9C36-406C-9F5E-2CDB32435AF0};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;49
{299E8DF2-EF0B-4892-81DA-E4E8E7E0EF79};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;83
{974D2277-B2F6-4C28-81C5-739EC23C749A};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;69
{8959044E-92C2-4A04-8708-DA5F7FE23C2A};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;12
{FC77DCA7-6BF0-4615-92AB-5623514A4D1C};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;9-Б
{6119AB0D-A863-4BB2-B8BA-B10D7F5D6BBA};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;5-В
{342094AD-788B-46FD-B803-157CEE6544B4};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;42
{14CD2BBB-D31C-4F4D-873E-5705A0CEF8E9};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;47/15
{6195F29C-B348-463C-AB26-2B61EFA8E0C9};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;57/38
{B2A851B5-042C-4203-9A70-146F1047D266};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;5-Б
{2702BD37-3007-4ADA-95D2-D913F28E8D9E};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;15-А
{19BA54DA-E6A0-4EFF-81DF-C37E48971A7C};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;36
{03C33C36-B70C-432B-AF01-55DD641A9859};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;28
{891B0F3D-7A6E-40ED-98D3-F397FEA721F6};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;27-А
{B4718025-A56B-4235-82DF-7AF8203E0245};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;23
{BF334ED6-0832-49A5-8798-C338CB07F5FD};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;34-А
{FCE5FAE5-1D8F-4DC6-9679-31BBBAD48303};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;9
{167FD804-142D-44FB-81E1-EF596E6EDE5E};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;39
{DE6BA07B-51D2-4948-8506-617AFD9B77CB};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;83-Д
{C3CA6A63-F9C6-4347-A8EC-AFC65F37D384};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;43
{5F4ED4E1-71FA-4008-ADE3-9F7AD0DC9C6F};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;34-В
{BB410719-134D-4A74-B9EB-21D4B6E8F029};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;79-Г
{0D0A8F8C-9055-400B-A0FE-E3382E2768AE};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;2
{C7332395-0E46-4E50-9C1C-EECF33F71CC2};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;45
{81333F40-82B1-4313-B7CA-A7F9EC4B83A4};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;32
{09802E73-4CAE-42BE-A84C-6B6B0F6F758D};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;9-В
{44C2E658-AAED-4A0E-8B03-0879A5414FC3};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;55
{050AACA7-F554-4863-8654-8F64D44DE0D9};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;3
{0A2F03E3-7A53-4CDE-B6AC-FF8F0D78C9EB};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;7
{5ABACFA2-AFE0-43C7-B5CE-0A7A218719D5};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;87-А
{D00C0517-FF07-4955-9867-437A36D0F1D8};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;38-А
{1817C3D4-C4D4-4701-AB84-88B4A5D3A984};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;7-А
{C2CC92C1-E132-4A50-B7FB-449EBA00F14B};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;17
{EE8BF342-30AD-4686-AA8B-04E6AE819056};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;15
{A3E62E81-CFD3-404E-8F9C-546E1960271A};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;23-А
{A226D6D9-5AFB-4475-A5A2-3C1C7FFFAC08};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;71
{6122D1BA-FAD2-430C-9F28-FEC9B45FCEF0};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;38-В
{886C6FEB-C0F2-4619-BF0A-0FFF87DE3741};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;40
{66E1E7F6-9665-4FF0-B555-2D2BEDA8345A};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;19
{6716B801-1044-46D4-BD9D-09B9559DAA3E};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;10
{0E097B8A-1294-4E7F-AEA8-1AE1B7DBB823};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;51/16
{42BE8941-1738-481C-8318-90FAC39B366E};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;31
{47D1FBC7-7437-4E15-B8D1-6E21900BE614};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;83-В
{92F01E93-A946-4AEA-80CD-4AC8B8F7F22C};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;7-В
{1E5D9745-AB99-4FA9-95D2-2EBB36649F52};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;77-А
{060C5E66-B0FA-494D-9C6E-F9F225570C89};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;40-Б
{41563ADE-AB49-4E43-AB57-CE62EEBFDAC3};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;27-Б
{64A3A9DF-3DA1-426E-A7E0-B1A90DDA5101};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;5-А
{6EA4C7C8-C5E3-49D5-9E6B-CD3FE65685DC};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;16
{EB05635A-B7D2-4C24-B239-E5FF78592F9D};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;37
{62A6606D-4985-410E-A4C7-32440512B903};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;83-Г
{244BB250-CC34-47D8-B8BA-72D448EB855B};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;67
{23DEEA9C-B1B9-4827-8ADD-20FD6394DA16};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;26
{C80CF3EA-5E3F-48DB-897B-E7A535465FD6};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;30
{17C953EC-988A-4AB3-B57A-652BCCD48B4A};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;16
{4BDB6D02-934E-4A61-A50F-935D5DFC0B9C};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;79-В
{E8A92E72-49CE-44C1-96FE-29C223EB3FA9};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;54/26
{BFE2F34C-99AD-49FC-8D54-2AE08F92C70A};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;5-Г
{BF548674-A8FF-406D-B9D3-C55BFDAE9EF9};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;27
{71158B62-D005-4ED0-BE6A-6B311123FD85};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;11
{123CE6A1-B47E-4306-BF28-4FF4FA6E3640};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;5
{6AF0DDF0-742C-4230-B916-8157D8B9167C};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;27-Б
{59FC2EB3-513A-4CAE-BD7D-B02FF406577A};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;19-А
{BF67A3C9-8479-4ACC-80D6-4ABD4C624039};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;35/2
{07ADB3E8-F401-430F-A576-BA24DB6FA1BF};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;79-Б
{83322350-034D-4D0E-9185-92809E0C2F50};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;50
{F66FE78A-2255-41D7-962E-0BD5C8F6DD12};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;83-А
{C08EC5FA-627B-440B-A8BA-C5D21CB77DE4};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;85
{6B8D45AF-D27E-4A69-8F9F-94526327EB4E};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;93/24
{1C34C2C4-E097-4CD3-9BA5-E01E315F2BFE};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;16
{FA863E08-8314-40F0-A60B-A651CA72015D};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;91-А
{70AE6A31-BA32-46A8-B152-8D7AFB35D224};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;44
{994AC9F7-438D-4B0C-ACA4-A2DE1D0F3E13};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;38-Г
{E3B025A1-872E-43A4-9C95-C5DABB2B0405};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;53
{81ED8B98-C692-4D84-ADBD-276BD7C9C9FD};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;25
{16ADFE8D-FE5F-46E0-89EE-10C0A6EA6130};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;21
{4296F909-F19B-4B20-874C-7B6DA2843CE6};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;77
{CC7C0F5D-EB71-40DE-B7C2-67FD7E793144};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;52
{FD97BE8C-9CF5-4B7F-8D10-44FDA20ED9B5};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;36-Б
{6DE5A919-52C1-4AA4-8540-F154C7D7A3F8};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;34
{AC3C22D0-AF7E-4E55-A219-A307C3AA08D0};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;38
{E7BCEF6E-A184-45FA-AF43-5CD80C88B053};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;87
{97C9C1B1-A62B-4728-8085-6ACB18529A0D};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;36-В
{1FBD3590-CB57-49A9-B597-A978C50038AA};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;20
{B5B41DE7-D8C6-4769-A6C2-F7C311F0D410};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;8-А
{0F49DDF8-D679-4827-8A74-51CEBBEB0421};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;40-А
{44474969-E7CF-431A-9E7A-77A68613BCF7};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;73/22
{54892973-1421-443E-9013-962009EEC6C9};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;14
{69D25107-0E25-4FCA-A2D8-24F3921CB499};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;7-Б
{3131A5EE-4A37-4329-B13D-38142F94ABDC};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;43-А
{BD5E1119-E177-48E0-9460-AD140E4AAB75};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;21-Б
{BDE6C5F9-86E7-4D72-84CF-4AFA97B98C14};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;23-Б
{2B83E14D-A0B0-4E07-AD91-26B0B4AC99BD};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;21-В
{8BF5ED00-D8BC-41F5-A5F4-6042D9266CD8};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;79-Д
{B6C88808-E08E-4481-9897-142A3A3AA43E};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;46
{F10DB938-C989-4DB0-AC02-A3740700E807};Україна;місто Київ;Солом'янський;Київ;бульвар;Гавела Вацлава;34-Г
{75F43B58-D95B-47BB-8B0E-08CACFF04C81};Україна;місто Київ;Шевченківський;Київ;вулиця;Леонтовича;1
{AD2B9336-32AE-449B-B00A-31AAB296CBBB};Україна;місто Київ;Шевченківський;Київ;вулиця;Леонтовича;11
{8DD0D82B-79B9-4759-AB2D-756A037E852E};Україна;місто Київ;Шевченківський;Київ;вулиця;Леонтовича;9
{A983A128-F6F9-4D2B-AB76-DF93BF87C4C5};Україна;місто Київ;Шевченківський;Київ;вулиця;Леонтовича;6-А
{A046EAB3-EC2B-4436-A393-5707A75CFFF9};Україна;місто Київ;Шевченківський;Київ;вулиця;Леонтовича;2
{3286C0F9-54FF-404A-BEB8-AB81E48CAF41};Україна;місто Київ;Шевченківський;Київ;вулиця;Леонтовича;4
{D7DE8CF5-C35C-4E1C-A2C7-4BDB2E9B2398};Україна;місто Київ;Шевченківський;Київ;вулиця;Леонтовича;5
{FE2222BF-576B-4642-894B-75A8167DF37F};Україна;місто Київ;Шевченківський;Київ;вулиця;Леонтовича;5
{3B394EDF-E63A-4814-8227-34396CBC59E5};Україна;місто Київ;Шевченківський;Київ;вулиця;Леонтовича;9-А
{31535EF2-A6D5-4B00-8C5B-666CBEDC80C0};Україна;місто Київ;Шевченківський;Київ;вулиця;Леонтовича;6
{CC1F043B-4D73-4B2E-962B-954954452859};Україна;місто Київ;Шевченківський;Київ;вулиця;Леонтовича;3
{683ECA09-1CFD-4AD4-BAB9-80A64899DFAA};Україна;місто Київ;Шевченківський;Київ;вулиця;Леонтовича;9-А
{F419261E-444A-4DA2-9058-35774D9C0C49};Україна;місто Київ;Дніпровський;Київ;площа;Дарницька;2-А
{AFD3F007-2EDC-4E62-9E4A-B952E39CF4AD};Україна;місто Київ;Дарницький;Київ;вулиця;Харченка Євгена;13
{BF659831-712B-49EA-9AF6-08B28727C7BF};Україна;місто Київ;Дарницький;Київ;вулиця;Харченка Євгена;36
{F5A8B077-F607-438B-9927-A94AB2B857E5};Україна;місто Київ;Дарницький;Київ;вулиця;Харченка Євгена;30
{1832CE5B-ADB2-4556-927E-2EA2BBFD7B41};Україна;місто Київ;Дарницький;Київ;вулиця;Харченка Євгена;23
{1C2D23D6-3A74-41AD-AB62-076C3BA8DF35};Україна;місто Київ;Дарницький;Київ;вулиця;Харченка Євгена;45
{AD296411-6385-4F6A-8DDB-1FA2AEAF64B9};Україна;місто Київ;Дарницький;Київ;вулиця;Харченка Євгена;41-А
{38177265-ADA8-41CA-A98A-EAB009124C3D};Україна;місто Київ;Дарницький;Київ;вулиця;Харченка Євгена;46
{29A154EC-1D6B-4471-96BF-C61D80B89A11};Україна;місто Київ;Дарницький;Київ;вулиця;Харченка Євгена;53
{D36A17D8-B4CF-42AE-89B9-E55E595FC591};Україна;місто Київ;Дарницький;Київ;вулиця;Харченка Євгена;25
{1ACEBF5B-6DA5-460E-B72F-FA2E6FA2E326};Україна;місто Київ;Дарницький;Київ;вулиця;Харченка Євгена;29
{5C864037-AF2D-457D-87E6-A0AE75192EF6};Україна;місто Київ;Дарницький;Київ;вулиця;Харченка Євгена;57
{BDB1D815-0D78-425C-B725-5DCEE9EB3B3C};Україна;місто Київ;Дарницький;Київ;вулиця;Харченка Євгена;43-А
{63857638-A2F1-4A6C-AFB3-BAFDBAD18C99};Україна;місто Київ;Дарницький;Київ;вулиця;Харченка Євгена;63
{E9BF6B8F-BF8B-4D56-A192-8D84613326F1};Україна;місто Київ;Дарницький;Київ;вулиця;Харченка Євгена;4
{CAD4E0E3-2922-4A49-9597-3FDA0E9FAE0F};Україна;місто Київ;Дарницький;Київ;вулиця;Харченка Євгена;31
